id,description
amhNeoiya6Q,"Alejandro Gaviria es autor de No espero hacer ese viaje, entre otros libros. https://twitter.com/agaviriau

Libros mencionados:
Religion, sociedad, y cultura - Patricia Londoño (https://amzn.to/3x57tqP)

Alemania 1945 - Richard Bessel (https://amzn.to/4anXs6z)

En qué momento se jodió Medellín - Oveja Negra

No nacimos pa semilla - Alonso Salazar (https://bukz.co/products/no-nacimos-pa-semilla-1)

1991, el peor año de Medellin - Juan Fernando Ramirez (https://universocentro.com.co/2021/12/30/1991-el-peor-ano-de-medellin/)

Mi Guerra en Medellín - Augusto Bahamon 

Colombia Vive - Documental (https://www.youtube.com/watch?v=sucCqbPuEz0)

Era más grande el muerto - Luis Miguel Rivera (https://bukz.co/products/era-mas-grande-el-muerto-9788432234941)

No espero hacer ese viaje - Alejandro Gaviria (https://bukz.co/products/no-espero-hacer-ese-viaje)

Fouche - Stefan Zweig (https://bukz.co/products/fouche-retrato-de-un-hombre-politico-1)

Maria Antonieta - Stefan Zweig (https://bukz.co/products/biografias-estuche-con-dos-volumenes-9788418370601)

Momentos estelares de la humanidad - Stefan Zweig (https://bukz.co/products/momentos-estelares-de-la-humanidad-9788408272366)

El pus de los milagros - Carlos Daguer 

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la


Capítulos:
0:00 Intro 
4:12 Medellín de los 80s
23:03 La esperanza de vida en los jóvenes 
26:37 Las causas 
29:01 El año 91
31:35 Rompimiento del orden social 
38:00 Las víctimas y victimarios empiezan a confundirse 
 37:21 Combatir el estado o cooptarlo
41:55 Bukelizacion 
44:01 Nuestra memoria está llena de ficción 
46:15 Cultura del dinero rápido 
48:42 Nacimiento de la industria moderna en Colombia 
51:46 El desempleo y la falta de oportunidades 
54:13 El hijo de Griselda 
56:59 The cocaine capital of the world 
59:55 La naturaleza humana 
1:02:27 El futbol y las bombas 
1:06:25 Medellín 2.0
1:12:16 El proceso de escritura
1:17:42 Stefan Zweig y el odio por la política 
1:18:58 Convertir el tiempo en libros 
1:21:50 Zweig se suicida de tanto trabajar 
1:25:05 ¿Zweig en Bogotá o en Nueva York?
1:34:03 En Colombia hay muchas historias por contar 
1:37:35 Ser un intelectual público 
1:42:08 Mi vida cambió con la política 
1:44:45 Soy pesimista sobre la política colombiana 
1:46:37 Sobre el video “Colombia tiene que tener futuro”
1:54:24 Por que los colombianos somos como somos"
2pMe0re-GkI,"Maria Fernanda Suárez ha sido ministra de minas y es actualmente presidenta del Banco Popular. 

Capítulos 
0:00 Intro 
5:38 Caminar y divagar
8:36 ¿Qué se siente ser ministra?
24:14 De técnica a política
29:30 Perdí momentos en familia
31:12 Se tienen días duros todos los días
36:02 El cuerpo y el estrés 
39:10 Tener sentado a un pensador
41:06 Medimos a la gente por su número de horas
42:08 Equipos técnicos en ministerios 
53:55 El camino del aprendizaje
1:04:26 Capacidad de ejecución
1:10:02 Crisis antes del éxito
1:21:15 La contabilidad como herramienta de gestión
1:34:36 Tone at the top
1:36:43 Fórmula de la Coca Cola
1:45:31 Vivir la pandemia desde el ministerio 

The knowledge project - Shane Parrish (https://open.spotify.com/show/1VyK52NSZHaDKeMJzT4TSM?si=a2007bd3602841b2)
Good to great - Jim Collins (https://bukz.co/products/good-to-great)
 Titan (biografia de John Rockefeller) - Ron Chernov (https://amzn.to/3vNscPF)
Salvar a Ecopetrol - Juan Carlos Echeverry (https://bukz.co/products/salvar-a-ecopetrol-9786287578340)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
3xNIm3cMOsQ,"Maria Emilia Correa es cofundadora de Sistema B y considerada una de las 30 intelectuales más influyentes de la región. 

Libros: Un verdor terrible - Labatut (https://bukz.co/products/un-verdor-terrible)
Primavera silenciosa - Rachel Carson (https://bukz.co/products/primavera-silenciosa-9788491995364)
Encounters with the Archdruid - John Mcphee (https://amzn.to/49GGuQA)
El mediterraneo - Fernand Braudel (https://bukz.co/products/mediterraneo-y-el-mundo-mediterraneo-en-la-epoca-de-felipe-ii-el-tomo-2-9789681607760)
 Guerras recicladas - Maria Teresa Ronderos (https://bukz.co/products/guerras-recicladas)
Lobos en Yellowstone (https://youtu.be/C3LdA5Wmjrw)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
gFVb2GcZaHI,"Jaime Cubillos es socio de la firma de abogados Posse Herrera Ruiz. 
https://www.linkedin.com/in/jaime-cubillos-legalcounsel/

Libros:
Lincoln Caplan - Skadden: Power, Money (https://amzn.to/4abEi3M)

Malcolm Gladwell - Outliers (https://bukz.co/products/copy-of-outliers)

El ascenso del hombre - Jacob Bronowksi (https://amzn.to/49OeNFQ)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
TN_OzkRKnNM,"Juan Pablo Zuluaga es cofundador de Mis Propias Finanzas. https://www.instagram.com/mispropiasfinanzas/?hl=es-la

Libros:
La psicología del dinero - Morgan Housel (https://bukz.co/products/la-psicologia-del-dinero)

Buffetologia - Mary Buffet (https://bukz.co/products/buffetologia-9788498754087)

The education of a value investor - Guy Spier (https://amzn.to/3T53wJU)

Shoe Dog - Phil Knight (https://bukz.co/products/nunca-te-pares)

Skin in the game - Nassim Taleb (https://bukz.co/products/skin-in-the-game-hidden-asymmetries-in-daily-life-incerto-9780425284643)



Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
wdiHgiuB4Ss,"Carlos Andrés Pérez es economista y CEO de Centronet. https://twitter.com/caperex

Libros mencionados:
Good to Great - Jim Collins (https://bukz.co/products/good-to-great)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
dCxteNLUcCs,"Juan José Ferro es autor de la novela Economía experimental (premio nacional de novela inédita).

Un verdor terrible - Benjamin Labatut (https://bukz.co/products/un-verdor-terrible)

Criacuervo - Orlando Echeverri (https://bukz.co/products/criacuervo)

Entrevista Borges en William Buckley (https://www.youtube.com/watch?v=bNxzQSheCkc&t=507s)

Hernando Tellez - cenizas para el viento

Tu rostro manana - Javier Marias (https://bukz.co/products/tu-rostro-manana-3-veneno-y-sombra-y-adios-9788483468234)

On writing - Stephen king (https://amzn.to/42Ns6Um)

Bird by bird - Anne Lammot (https://amzn.to/49gmiVC)

Our man in Havanna - Graham Greene (https://bukz.co/products/nuestro-hombre-en-la-habana-9788420677699)

Stumbling on happiness - Mo Gawdat (https://amzn.to/3T4ja8H)

Pensar rapido, pensar despacio - Daniel Kanhemann (https://bukz.co/products/pensar-rapido-pensar-despacio-9788490322505)

Caballero en Moscu - Amor Towles (https://bukz.co/products/un-caballero-en-moscu-1)

Milton Friedman Memoirs (https://amzn.to/3uNUusC)

Apegos feroces - Vivian Gornik

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
XPdrE1TRmfg,"Luis Carlos Valenzuela fue ministro de minas entre 1998 y 1999. Hoy es jardinero.

Discurso Dónde están las élites: https://www.icesi.edu.co/contenido/pdfs/lvalenzuela_donde-elites.pdf

Barco - Malcolm Deas: https://bukz.co/products/barco?_pos=1&_sid=264bc02d4&_ss=r

Las noches todas - Tomás Gonzalez:  https://bukz.co/products/las-noches-todas-1

La virgen de los sicarios - Fernando Vallejo: https://bukz.co/products/la-virgen-de-los-sicarios

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
mikcJQZ1-8w,"Martín Nova ha sido vicepresidente de mercadeo del Grupo Éxito, productor de Colombia Magia Salvaje y autor de varios libros. 

Libros: 
 Conversaciones con el fantasma - Martin Nova (https://bukz.co/products/conversaciones-con-el-fantasma?_pos=4&_sid=c1ca87264&_ss=r)
 Memorias militares - Martin Nova (https://bukz.co/products/memorias-militares-1?_pos=6&_sid=c1ca87264&_ss=r)
Leyenda viva - Martin Nova (https://bukz.co/products/leyenda-viva-9786280004662?_pos=8&_sid=c1ca87264&_ss=r)
Six Wise Men - Walter Isaacson (https://amzn.to/3wiXcHi)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
QD49GuRt1jg,"Robbie Frye es host de The Frye Show y cofundador de Kinnto (https://www.kinnto.ai/)
(https://open.spotify.com/show/50XIGcu4u0lh49mK4cPOWy?si=d0d357b6f3994939)

Libros y recursos mencionados:

Man on Wire
Startup of you - Reid Hoffman (https://bukz.co/products/el-mejor-negocio-eres-tu-9788415431084)
Bird by bird - Anne lemont (https://amzn.to/3ROXoFf)
Musashi - Eiji (https://bukz.co/products/musashi-1-la-leyenda-del-samurai-9788493700911)
Unreasonable hospitality - Will Guidara (https://amzn.to/3NX2oX2)
The Bear
The path to power - Robert Caro (https://amzn.to/47piAY8)
Working - Robert Caro (https://amzn.to/4aNXohk)
Leadership in turbulent times - Doris Goodwin (https://amzn.to/48slmx6)
Peak - Anders Ericcson (https://amzn.to/4967Nn5)
How to fail at almost everything - Scott Adams (https://bukz.co/products/how-to-fail-at-almost-everything-and-still-win-big-kind-of-the-story-of-my-life)
How to get rich - naval
The age of average (https://www.alexmurrell.co.uk/articles/the-age-of-average)
Momentos estelares de la humanidad - Stefan Zweig (https://bukz.co/products/momentos-estelares-de-la-humanidad-9788408272366)
Mindset - Carol Dweck (https://bukz.co/products/mindset-the-new-psychology-of-success-9780345472328)
Fabric of reality - David Deutsch (https://amzn.to/3TVnPM2)
Beggining of infinity - David Deutsch (https://amzn.to/41UFBkl)
Hermanos Karamazov - Dostoievski  (https://bukz.co/products/los-hermanos-karamazov-9788426105981)
Libro del desasosiego - Pessoa (https://bukz.co/products/libro-del-desasosiego-9788415689485)
The sugar man
The last dance
The one thing - Gary Keller (https://amzn.to/48jiZfX)
Atomic Habits - James Clear (https://bukz.co/products/habitos-atomicos-edicion-especial-tapa-dura-9786287578364)
Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
yK6cqNkeWTQ,"Mónica Pachón es profesora de diseño en la Universidad de los Andes. 
https://twitter.com/mpachoncv

Libros mencionados: 

Barco - Malcolm Deas (https://bukz.co/products/barco)

Politics is for Power - Eitan Hersh (https://amzn.to/3SEANwR)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
809f0sUrLbk,"Rafael Obregón estudió en MIT y fue delegado por Virgilio Barco para construir Ciudad Salitre.

Hay Festival: https://www.comfama.com/hay-festival-jerico/

Recursos mencionados:

Libro Mario Laserna: La indomable razón - Luis Fernando Molina

Entrevista a Hernán Echavarria por Fernando Londoño: https://www.youtube.com/watch?v=nvGCumCKESg

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
BJ-qHxMftVg,"Cristina Vélez es la decana de administración de EAFIT. https://twitter.com/CristinaVelezV

Despues de la hojarasca (Bananas and business) - Marcelo Bucheli 

Empresariado antioqueño y sociedad - Nicanor Restrepo (https://bukz.co/products/empresariado-antioqueno-y-sociedad-1940)

Don Julio - Gerardo Reyes

Habla memoria - Nabokov (https://bukz.co/products/habla-memoria-9788433960184)

Experience: A Memoir - Martin Amis (https://amzn.to/3TfPvuN)

Memoirs - Kingsley Amis (https://amzn.to/3t6awgW)

La maestría del amor - Miguel Ruiz (https://bukz.co/products/la-maestria-del-amor-1)

High Windows - Philip Larkin (https://amzn.to/48ebnuU)

Sobrevivir en la clase media - Aldemar Moreno (https://bukz.co/products/sobrevivir-en-la-clase-media-9786287578241)


Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
QWlv1WBdv7c,"Andres Mejía y Andrés Caro son hosts del podcast Terrenal.
https://open.spotify.com/show/3Ak0ViOMTJKHt3zTOz3ktH?si=09ece55ae36e4060

Libros: The Remains of the Day - Kazuo Ishiguro (https://amzn.to/4191YCh)
Colombia amarga - Germán Castro Caycedo (https://bukz.co/products/colombia-amarga)
La guerra del centavo (documental) - Ciro Guerra (https://www.youtube.com/watch?v=Am0cDCJypcY&t=2s)
The Club - Leo Damrosch (https://amzn.to/419Aixe)
The Infidel and the Professor - Dennis Rassmunsen (https://amzn.to/3Gv5VI3)
Zero to one - Peter Thiel (https://bukz.co/products/zero-to-one-1)
Startup of you - Reid Hoffmann (https://bukz.co/products/el-mejor-negocio-eres-tu-9788415431084)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
eN6QX-qR-Dw,"Juan Gómez Martínez fue alcalde de Medellín en la peor época de Pablo Escobar. También fue senador, constituyente, embajador, y gobernador de Antioquia. 

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
