id,description
Se-PDh45Wgo,"Daniel Escobar es empresario, cofundador de Euno (https://euno.com.co/), y músico.
Capítulos
0:00 Intro
4:01 Duelos
18:21 - Propósitos
02:00 - La Pandemia
05:57 - La soledad
18:00 - Pasión por el trabajo
24:47 - Las formas de ""parar""
39:00 - Cuatro no elementos y la educación
01:13:00 - Cuba y sus contradicciones
01:18:00 - Miedo al miedo
01:27:00 - Luis Miguel
01:33:48 El avión 


Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
me_LTZYaWVo,"Mario Jursich es lector, editor, y escritor. Su libro El impúdico brebaje se consigue, gratis, en las estaciones de Transmilenio. 

ENCUESTA para oyentes Atemporal: https://forms.gle/RUXa87vs32tFchUQ9

Capítulos 
0:00 Intro
03:00 Ser editor
08:35 Aprender a escribir
10:33 Presidentes gramáticos
12:58 La Real Academia
15:36 Rufino José Cuervo
16:40 Los primeros diccionarios
17:13 El modelo de la lengua según España
20:31 La política y el buen hablar
24:06 Fijarse en un objeto y seguirlo en el tiempo
27:53 ¿Cómo el café se fue imponiendo en el gusto de los colombianos?
30:06 Relación entre el intelectual y el café
31:33 El Winsdor
34:16 Lo que hacía la gente en los cafés
36:45 El origen del café
40:51 El cultivo de estimulantes nerviosos
46:14 La paradoja de la productividad en los cafés
49:22 Se pierde la noción de centralidad
55:55 ¿Por qué se acabaron las tertulias en los cafés?
58:55 Libros sobre Colombia
01:04:29 El despotismo iletrado de los activistas
01:07:47 La formula de Antonio Gramsci
01:08:44 Emilia Pardo Umaña
01:20:53 El Profesor Howard Rochester
01:23:43 Lino Gil Jaramillo
01:26:12 Trayectoria como lector
01:32:53 Cartas Cruzadas de Darío Jaramillo Agudelo
01:33:22 Literatura anglosajona
01:38:45 La salud del periodismo
01:39:33 La curiosidad

Libros mencionados:
El café en Colombia - Marco Palacios 

El impúdico brebaje - Mario Jurisch

La casa del impúdico brebaje - Mario Jurisch

Casa de vecindad - Jose Antonio Osorio Lizarazo 

La cueva - Heriberto Fiorillo

El árbol turbulento - Jose Antonio Osorio Lizarazo 

Las tres tazas - Jose Maria Vergara y Vergara 

Colombia cafetera - Diego Monsalve 

El parlamento en piyama - Pedro Juan Navarro

La historia de mi vida - Julio H Palacio 

El tio - Felix Marin

Los trabajadores de tierra caliente - Medardo Rivas

Barba Jacob, el mensajero - Fernando Vallejo (https://bukz.co/products/barba-jacob-el-mensajero-9786287513914)

Esmeralda Arboleda, la mujer y la política - Patricia Pinzon de Lewin

Memorias por correspondencia - Emma Reyes (https://bukz.co/products/memoria-por-correspondencia)

Memorias de un mal periodista - Emilia Pardo Umaña

Agua y Jabon - Marta D. Riezu (https://bukz.co/products/agua-y-jabon-9788433961334)

Bluets - Maggie Nelson (https://amzn.to/4dbhvXg)

Cartas cruzadas - Dario Jaramillo (https://bukz.co/products/cartas-cruzadas-9788417830700)

The Search for Marvin Gardens - John Mcphee (https://www.newyorker.com/magazine/1972/09/09/the-search-for-marvin-gardens)

Oranges - John Mcphee (https://amzn.to/4fhlL9i)

On animals - Susan Orlean (https://amzn.to/3ybpp3T)

Nosotras las masacradas - Juan Jose Martinez (https://www.divergentes.com/honduras-mujeres-carcel-masacradas/)

La llamada - Leila Guerriero

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
rQ7HDNqqZ4U,"Catalina Lobo-Guerrero (https://x.com/clobo_guerrero) es periodista y autora del libro Los restos de la revolución. 

Libros mencionados:
Los restos de la revolución - Catalina Lobo-Guerrero (https://bukz.co/products/los-restos-de-la-revolucion?_pos=1&_sid=abcc3a3a1&_ss=r)

El pasajero de Truman - Francisco Suniaga  

Alex Saab - Gerardo Reyes (https://bukz.co/products/alex-saab)

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Capítulos:
00:00 intro
03:18 Inicia el interés sobre Venezuela
06:36 Los medios y el régimen chavista
10:18 El estilo de Hugo Chávez
12:57 ¿Por qué es la historia política más importante de América Latina?
15:17 ¿Cómo conectaba Chávez?
16:45 Irse a Venezuela
17:56 ¿Cómo era la vida de los corresponsales?
21:22 Chávez muere
23:52 La ultima alocución presidencial de Chávez
24:50 El fanatismo
32:18 Ser una periodista enemiga
39:51 Inseguridad en Venezuela
41:18 Después de la muerte de Chávez
43:38 La oposición
49:30 Caminarse Venezuela
51:27 Henrique Capriles vs Nicolás Maduro
53:27 El Pasajero de Truman
56:04 Las creencias venezolanas
59:07 Hacer caer a un régimen autoritario
1:02:25 ¿Por qué Capriles toma esa decisión?
1:05:46 El país va de mal en peor
1:08:22 María Corina Machado
1:10:32 La salud mental en Venezuela
1:12:58 ¿Por qué Leopoldo López no pudo?
1:14:34 Los estudiantes
1:16:56 El 14 de febrero
1:18:53 Me voy de Venezuela
1:23:24 Las guarimbas de Mérida
1:26:18 Ser corresponsal de guerra
1:29:36 ¿Qué motivaba a los guarimberos?
1:33:25 Paralelos entre Colombia y Venezuela
1:39:18 La tradición musical venezolana fue utilizada por el chavismo

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
hYct7e-PtXg,"Daniel Mejía fue secretario de seguridad de Bogotá y hoy es profesor  e investigador en la Universidad de los Andes. 

Capítulos
00:00 Intro
3:00 Árbol genealógico 
7:26 Modelos económicos aplicados en Colombia
12:02 El doctorado
21:00 Los datos de la guerra contra las drogas
23:32 El gobierno Fujimori rompe el puente aéreo 
33:51 Desestabilizar el negocio 
38:00 Aumento de cultivos de coca
55:07 Cocaína sintética
58:10 Luchar con los cultivos
1:04:08 El panorama de la seguridad
1:09:33 4% del PIB
1:14:15 El Bronx
1:35:11 La secretaría de seguridad 
2:18:54 Libros

Libros mencionados:

Más que plata o plomo - Gustavo Duncan (https://bukz.co/products/mas-que-plata-o-plomo?_pos=2&_sid=b398f8912&_ss=r)

Serie The Wire - HBO 

The Parasitic Mind - Gad Saad (https://amzn.to/3V6hpJ8)

The Anxious Generation - Jonathan Haidt (https://amzn.to/3VgIUAF)

Five Days in London - John Lukacs (https://amzn.to/3wYCa12)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
Gz_T3oRFZvM,"Gabriel Silva ha sido ministro de defensa y fue el consejero para asuntos de seguridad del presidente Virgilio Barco. 

Libros mencionados:
Barco - Malcolm Deas (https://bukz.co/products/barco)

El último liberal – Leopoldo Villar

El gobierno Barco: política, economía y desarrollo social - Carlos Ossa y Malcolm Deas


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Capítulos:
0:00 Introducción
5:53 Trabajar en el gobierno Barco
21:39 Conversar con jefes guerrilleros
24:22 La jerarquía
29:42 Los objetivos de Barco
33:37 Un modelo de estado y de sociedad criminal
40:04 Una lucha con las uñas
45:23 La voluntad puede sustituir la fuerza
47:16 Los jueces sin rostro
49:52 El terrible año 89
53:22 La caída de Gacha
56:52 Barco y Galán
1:00:49 La llegada de los Pepes
1:04:29 El diagnóstico de la UP
1:08:16 Las personas hacen la diferencia sobre el estado
1:13:07 La serenidad de Barco
1:15:29 ¿Es verdad que Germán Montoya gobernaba?
1:20:37 La relación de Barco y la prensa
1:25:14 El legado de mantener el estado cuando parecía perderse
1:26:00¿Qué ha pasado con el modelo de sociedad?

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
ikxZUt168Ts,"Maria Paulina Baena es periodista y co host del podcast Por qué somos así? (https://open.spotify.com/show/08ry59LuXjwCyuIhNRIocs?si=5360e41a394a421c)

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Libros y recursos mencionados

Películas

Relatos salvajes 

La estrategia del caracol

Los reyes del mundo 

Retratos en un mar de mentiras

Monos

La cara oculta 

Autores

Emanuel Carrere

Margarita Garcia Robayo - Primera persona

Margarita Garcia Robayo - Tiempo muerto

Capítulos:

00:00 Introducción
10:15 Audio vs Video
17:38 La fase exploratoria después de La Pulla
20:15 Llenar un periódico y la llegada de La Pulla
32:15 Lucha independentista
37:55 Monetizar
42:54 El trabajo en familia
44:15 El “rush” de la crítica
47:15 Lidiar con los comentarios
50:54 Momentos de miedo
57:01 Ser reconocido
58:56 Cómo piensa Fidel Cano
01:01:50 Ser una figura pop del periodismo
01:06:34 La seducción del poder
01:13:44 ¿Por qué tanta rabia?
01:20:15 Promover una discusión
01:22:30 Darle un sentido a este país
01:25:34 ¿Qué te gusta de Colombia?
01:28:15 La transición de estar frente a la cámara a estar frente a la audiencia
01:34:28 Autores

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
GQFC18vHlZY,"María Elvira Samper es periodista y autora de los libros 1989 y Extradición. 

Capítulos
3:22 Entrevistas
14:35 Empezar como periodista
53:22 ¿Cómo sobrevivió el país?
1:12:24 El año 1989
1:21:04 La constituyente
1:31:49 El cambio entre Barco y Gaviria
1:42:47 Un país dividido
1:49:05 Crisis de liderazgo
1:53:43 Actuar con grandeza
1:56:44 El noticiero


Entrevista Isa Lopez Giraldo (https://isalopezgiraldo.com/historias/personajes/maria-elvira-samper/)

Belisario Betancur: una vida sin límites - Carlos Caballero y Diego Pizano 

Podcast Jorge Espinosa - Proceso 8000 (https://open.spotify.com/episode/7tJTkfZGGPttg2AeBuUVvd?si=619e992bd41d487a)

1989 - Maria Elvira Samper (https://bukz.co/products/1989)

Extradicion - Maria Elvira Samper 

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
nWHwdasWa2k,"Mauricio Cárdenas ha sido ministro de Hacienda y es autor de Cómo Avanza Colombia (https://bukz.co/products/como-avanza-colombia).

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Libros y recursos mencionados:

Alexander Hamilton - Ron Chernov (https://amzn.to/4chDafE)

Team of Rivals - Doris Kearns Goodwin (https://amzn.to/3yVInvs)

Masterclass - Doris K Goodwin

Masterclass - Malcolm Gladwell

Leadership In Turbulent Times - Doris K Goodwin (https://amzn.to/3z982kc)

Lyndon B Johnson - Robert Caro (https://amzn.to/4cca9ly)

00:00 - Intro
03:27 - Small talk con la reina Isabel
16:56 - El recuerdo de la familia
19:25 - El poder de la influencia
22:40 - Diálogos del Caguán
23:27 - García Márquez
24:46 - Hugo Chávez
27:33 - José Gutierrez Gómez
30:40 - Seguridad en los escenarios internacionales
33:25 - Impuestos a la nomina
36:57 - El gabinete de Pastrana
41:05 - Conversación con Manuel Marulanda
44:54 - El gran fracaso
49:58 - El choque en la agenda de Pastrana
51:42 - El Plan Colombia
53:51 - Construir sobre lo construido
55:28 - Una mirada menos política
1:00:02 - La marcha final
1:03:04 - Colombia tiene mucho que agradecerle a Bill Clinton
1:09:38 - Tipping points
1:15:52 - La formula para las reformas
1:19:57 - el ministerio de hacienda
1:24:28 - Estamos dominados por el discurso del presidente
1:27:15 - Trabajar o reunirse
1:24:28 - Construir instituciones
1:34:03 - ¿Cómo hacer un país en el que la gente se quiera quedar?
1:44:47 - ¿Por qué estudiamos tanto la historia americana?


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
46EwUiD8EuM,"David Gelvez es científico de datos y Phd de la universidad de Yale.

Capítulos
0:00 Intro
1:22 La sorpresa de los datos 
3:16 El interés en Venezuela
9:18 Cómo cambió la política cambiaria 
12:20 Los dólares y los bienes
17:20 El comercio desde la ideología 
18:27 ¿Qué afectó a la economía colombiana del lado venezolano?
21:23 Efecto directo vs Efecto indirecto 
26:02 La estrategia de Chávez 
32:00 La literatura y la economía 
39:00 Borges
42:12 Esquema de intensidad y complejidad 
48:46 Metacognición
50:00 Un doctorado es una tesis y una tesis es una obsesión 
53:00 Trabajar en la DIAN
1:06:44 Ir a Yale 
1:10:00 Contraste de privilegios 
1:12:42 Entrar a Los Andes 
1:14:14 David y su esposa 
1:19:26 Creer en Dios
1:22:50 Cuento favorito de Borges 
1:24:00 Tecnocracia en Colombia
1:28:00 Intelligentsia
1:31:40 Autores

Libros mencionados: How to write - Rhodes (https://amzn.to/4bEhrhK)
El aprendizaje del escritor - Jorge L Borges (https://bukz.co/products/el-aprendizaje-del-escritor-9788490625569)
El aleph - Jorge L Borges https://bukz.co/products/el-aleph-9788466346832
Entrevista William Buckley a Borges : https://youtu.be/bNxzQSheCkc
The Square and the tower - Niall Ferguson (https://amzn.to/3WHTAtf)

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join

Recibe mi newsletter: 
https://acevedoandres.com/newsletter/


Mentalidad 13%: https://treceporcien.com/curso/

Escucha Atemporal en:

Spotify: https://open.spotify.com/show/1nczRccwmGR90tA5HvgUKP?si=UD8aSCYBRWmMJQiI4DSKSw
Google Podcasts: https://podcasts.google.com/feed/aHR0cHM6Ly93d3cuc3ByZWFrZXIuY29tL3Nob3cvNDUyMzM4NS9lcGlzb2Rlcy9mZWVk
_______________
13%: https://treceporcien.com/

Escucha 13% Pasión por el trabajo en:

Spotify: https://open.spotify.com/show/3PR2zd9DZNCDWefPlVwCA2
Youtube: https://www.youtube.com/channel/UCobdb4S9oou3SduJL4C7XDQ
Apple podcasts: https://podcasts.apple.com/co/podcast/13-pasi%C3%B3n-por-el-trabajo/id1420186350

13% en Instagram: https://www.instagram.com/treceporciento/?hl=es-la"
qXx5Gykxs4w,"Juan Carlos Restrepo fue director legal de una multinacional en Venezuela y es host de Enclave podcast (https://open.spotify.com/show/7dr9j8aYB5DKyVa4H6dxOY?si=c613b61d74654843). 

Libros mencionados:
Moises Naim - Dos espias en Caracas (https://bukz.co/products/dos-espias-en-caracas)

Philip Roth - The Plot Against America (https://bukz.co/products/the-plot-against-america-9781529113419)

Documental Alex Saab: https://youtu.be/Xp6yx5BfI3c

Episodios similares sugeridos:
#65 - Juan Carlos Restrepo (https://youtu.be/9fJ_qS9ULIE)
#137 - Gabriela Febres-Cordero (https://youtu.be/KNzjq_EncJ4)
#141 - Catalina Lobo-Guerrero (https://youtu.be/rQ7HDNqqZ4U)

Capítulos:
00:00 intro
04:05 Conocer a Chávez
05:05 Aló presidente
06:34 Entender a Chávez
08:19 El régimen de Maduro
11:06 Chávez en su esplendor
13:35 El alma del venezolano
15:05 Primera reunión con Chávez
18:30 Las empresas y el gobierno
20:55 La expropiación
23:08 La faceta de financiador
25:36 Después del golpe de estado
30:34 La paranoia
31:51 Las purgas
33:24 ¿Qué lo sorprendió de Venezuela?
41:39 ¿Qué va a pasar en Venezuela?
48:39 Los enchufados
56:14 Migró el talento no las empresas
57:22 La angustia en Venezuela vs en Colombia
01:00:45 ¿Cuál fue el detonante?
01:04:13 Las diferencias
01:05:58 Petro quiere ser Chávez pero se parece a Maduro
01:07:40 Alex Saab
01:12:44 Las condiciones sí pueden ser eternas
01:16:05 La oposición venezolana
01:17:02 María Corina Machado
01:18:46 ¿Alex Saab tiene cara de estar feliz?
01:22:24 Camilla Fabri Saab
01:23:35 ¿Por qué soltaron a Alex Saab?
01:25:53 Designar a Corina Yoris
01:27:11 Maria Corina unificó a la oposición
01:28:23 Las Fuerzas Armadas
01:29:29 No regresar al país
01:32:34 Triunfalismo
01:33:55 El legado


Recibe mi newsletter: 
https://acevedoandres.com/newsletter/

Apoyar Atemporal en Patreon: https://www.patreon.com/Atemporalpodcast

En Youtube: https://www.youtube.com/channel/UCMTssINr-9gsPwk1iuAEdxQ/join"
